,Date,CAC40,BVSP,DAX,HSI,SP500
0,1998-01-02,,,,,
1,1998-01-05,0.011159437742518818,0.012045481630437394,0.012002967415739363,-0.03594533178096526,0.0020798313080439
2,1998-01-06,-0.011488580006082216,-0.040598110844562996,-0.012965717260103204,-0.01643953066170667,-0.010794218839651037
3,1998-01-07,-0.010257518467311044,-0.030504757616432343,-0.004620667241972853,-0.060697429502369005,-0.0026727910920145703
4,1998-01-08,-0.01737833934988675,-0.022624704610986868,-0.010748783407162676,-0.030236763461198635,-0.008281094223222318
5,1998-01-09,-0.011949638606932211,-0.057536105660100034,-0.013081344058798905,-0.039665612650987114,-0.030112572977073704
6,1998-01-12,-0.019819768685356287,0.01188348680516782,-0.024653608334858745,-0.09097868201739345,0.012341492390295805
7,1998-01-13,0.014014834685809774,0.020276401361558172,0.0037418416402310584,0.07115361287463351,0.013651952215862018
8,1998-01-14,0.005804933999546513,-0.0071409842487977215,-0.0011331918517196726,0.05647133632336754,0.006094075600729276
9,1998-01-15,0.004442477245172327,-0.022609000243120292,-0.0012551191517164995,-0.07277321765342748,-0.007555058090686018
10,1998-01-16,0.01465613667495802,0.03314269342900289,0.018190151745958616,0.03673392014726673,0.011274886264624584
11,1998-01-19,0.0036557877481291357,0.03177185109481684,0.017375770840605043,0.05470100641796627,0.0
12,1998-01-20,0.007105612211333323,-0.019150732781602287,0.004813390970463516,0.0035361219981560055,0.017617978539115953
13,1998-01-21,-0.0033963640634375736,-0.019311527169803,-0.014086833430038581,-0.02001088051730804,-0.007992181808073262
14,1998-01-22,-0.0031737042654409464,0.03394062034953471,-0.0027564587603201574,-0.04005936579730118,-0.008035847566984167
15,1998-01-23,-0.0075234273101560944,-0.025135598736270026,-0.003923798912083498,0.0041002308861113335,-0.005675185343714695
16,1998-01-26,0.011497285641159039,0.0047415925725822206,0.010390529954696248,0.006002018033909096,-0.0006685835874966628
17,1998-01-27,0.017018171974779506,0.01440225270067863,0.01160534407707381,0.030562611829685338,0.012534116128135153
18,1998-01-28,0.011823680146939353,0.012561944431700667,0.01590575463386834,0.0,0.008672120661390004
19,1998-01-29,0.014625547754990365,0.0013293115102328557,0.013409382631079936,0.0,0.008181576447173988
20,1998-01-30,0.01214751869708941,-0.0067671743945840745,-0.0004500956529227551,0.0,-0.005300694535459449
21,1998-02-02,0.004843050463314569,0.025695822947383817,0.019482561515395957,0.1339500359819059,0.02118621846375124
22,1998-02-03,0.00028228235066762863,0.00818858180488391,-0.00015447605035667777,-0.005032171192903334,0.0047128574707713256
23,1998-02-04,-0.006955463599153333,-0.008389143377959485,-0.00440347893051829,-0.021404631764227133,0.0008942560974194436
24,1998-02-05,0.007331818573804938,-0.0023093539054972467,-0.003242919323581006,0.013449421593282551,-0.0033426007492236565
25,1998-02-06,0.00846042628052679,0.006312962496187069,0.009344969584406115,0.00418586066077431,0.00884930774883852
26,1998-02-09,0.0013048190915210256,0.02261713117401598,-0.0038204218057256156,0.036269529099735465,-0.0017003088218565665
27,1998-02-10,0.004615414550274366,0.0037040689586760323,0.008592064304439262,-0.0012423561967445096,0.008148851595844775
28,1998-02-11,0.001297122072053014,0.019939975783845654,-0.0013390477211032703,-0.006123835330736682,0.0009808634249450776
29,1998-02-12,-0.019101037042263513,-0.01295914464250636,-0.009512447381732514,-0.016195856626607608,0.004040809695078806
30,1998-02-13,0.0028273454806324594,0.0039535271591315535,0.0028787194711412667,-0.03306422368466322,-0.003962365502548693
31,1998-02-16,0.011664349662989792,-0.01532225476589133,0.0029145960133565296,-0.01476594944625198,0.0
32,1998-02-17,0.017031861897198297,0.01810924422060367,0.02003773339085413,0.010611221593665121,0.0026139799514890427
33,1998-02-18,0.0003657160776366908,-0.00944949659868577,-0.00339853924001865,0.04200971735788528,0.009071275684854996
34,1998-02-19,-0.009521941045214533,-0.00836662142899236,-0.006657429519721703,-0.00844150783538744,-0.003688609113063457
35,1998-02-20,0.0036541478135934113,0.008075937836034441,0.00041464017348324944,0.0017657273189808365,0.005750280843578537
36,1998-02-23,0.003365976250197633,0.0,0.0060259260651776,0.008005623556186947,0.0037928523240804424
37,1998-02-24,-0.0034272657911973425,0.0,-0.001323906480967807,-0.0001778683580972995,-0.007328263790116196
38,1998-02-25,0.025990390257007334,0.02175978497469977,0.021484949202273285,0.018860122314531935,0.011902916090914317
39,1998-02-26,0.014469815813628273,0.0010425058992797887,-0.0018723236589224257,0.03058372009475896,0.005517419402591095
40,1998-02-27,0.007303234548706072,0.0013252557789691366,-0.0004046781228819185,0.022541782901864593,0.0006386261453243947
41,1998-03-02,0.00722131360164191,0.02558974149231119,0.018511466491473172,-0.014202338766487799,-0.0015641240980306392
42,1998-03-03,-0.009269056009417298,0.0,-0.004611587334313327,0.009382656638036835,0.004114905945025171
43,1998-03-04,-0.00988791589390381,0.004966897628337463,-0.014624465104958517,-0.006559490653232913,-0.004468118090217743
44,1998-03-05,0.004279122903890098,0.004485749271257333,-0.0030106243896330653,-0.04939952274488668,-0.01179424439254273
45,1998-03-06,0.025412009101257738,0.019089556025132737,0.01828621307064715,0.010661495621993922,0.019744743623107297
46,1998-03-09,0.012184297599835858,0.0007166532600901832,0.013803902896464493,0.006808547980355684,-0.0032067219129938707
47,1998-03-10,-0.001248659827130183,0.0012529087015753504,0.004813572374303021,-0.008724424960258048,0.011282521946078816
48,1998-03-11,0.005070158363309929,0.003749334868889065,0.0020998724900849197,0.020012093488697147,0.003957365772069288
49,1998-03-12,-0.0036229317861469212,0.011780994576605863,-0.004885993116545251,-0.019654277496700345,0.0013562289499065017
50,1998-03-13,0.0038489471034015565,0.018323521125301667,0.006899490581949053,0.014071590825480484,-0.0012251959487246111
51,1998-03-16,0.016278316441464824,0.0030215415572421023,0.006831809181388593,0.011196915324370948,0.009926180700951193
52,1998-03-17,0.017356763662490948,0.017685966564847888,0.008181501049643103,0.006596271187445879,0.0010926704695428668
53,1998-03-18,-0.002406424345130276,0.00725680342628543,-0.007570141991640966,-0.011958725703117068,0.004681577610039511
54,1998-03-19,0.009862214529404056,-0.005226345875904315,0.008378565827424467,0.0286547810355664,0.0038799732212417837
55,1998-03-20,5.420489157259567e-05,0.0073260400920727164,0.01906998032354501,0.010361182516010814,0.008607156153479956
56,1998-03-23,-0.0023883317093051915,0.008854050491253318,-0.006183371643032842,0.002599445296446845,-0.0032897176566866193
57,1998-03-24,0.015744509103443605,-0.010029336052998161,0.009981688074732986,0.004397704611099229,0.009176854030013892
58,1998-03-25,0.02122557627293631,-0.012594731382154833,0.00976579869236005,0.014086114387877657,-0.0033701821809888344
59,1998-03-26,-0.00918122911064323,0.015949032221101334,-0.016780292815731457,-0.0044720118655945384,-0.0010260041369472006
60,1998-03-27,0.006952859718854398,-0.0037743806602890118,0.007508014224267612,-0.001906952370910986,-0.004881177527819247
61,1998-03-30,-0.002627984306744935,-0.012685159527315193,0.0005919027988312564,-0.0199410373601161,-0.001681070700467302
62,1998-03-31,0.019569407775373193,0.01662696024491872,0.005389875309210979,0.0012944199874471707,0.00742484025822332
63,1998-04-01,0.0020622284262987733,-0.009249981863330703,0.0074467685281192075,-0.016394150939975205,0.005792155141303823
64,1998-04-02,0.013454227230276672,0.0017725263134202862,0.00845426939149796,-0.012583937927100664,0.010645642885800832
65,1998-04-03,-0.0009913451792638028,-0.019070899796606255,0.014434764431900504,-0.012318970088909253,0.00239883207074687
66,1998-04-06,0.013840714116803099,0.026632054865293853,0.01728314176205359,0.0,-0.0011763806799223175
67,1998-04-07,-0.02116655465284012,-0.00848922938124197,-0.0067945204277890525,-0.00029859641726659447,-0.010605502275992329
68,1998-04-08,-0.007560635507807945,0.01074647232435666,-0.007998509634843387,0.023708925746118936,-0.0071454941683324336
69,1998-04-09,0.005303575136791139,0.0,0.008487986202702302,0.0024275606121779703,0.008154398734625978
70,1998-04-10,0.0,0.0,0.0,0.0,0.0
71,1998-04-13,0.0,0.01211834219139618,0.0,0.0,-0.0008828325769494327
72,1998-04-14,-0.006905298925991232,0.012217773234445062,0.010430549893602148,0.00687980691840373,0.00544618065600222
73,1998-04-15,0.004360041191842967,0.0023606995374532147,-0.0016406530714316858,-0.004317441990446369,0.003194485293179561
74,1998-04-16,-0.01001242333688701,-0.017056584068162906,-0.012429553722098419,-0.01625113306559456,-0.010011263956460681
